,title,address,price,bedroom,bathroom,floor,parking,property_id,property_face,build_year,views,area_covered,road_access,build_up_area,posted,amenities
450,"House : House For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur","NPR. 1,37,00,000",0,0,,0,BN10417,West,,680,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
451,"Land : House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur","NPR. 37,00,000 Per aana",0,0,,0,BN10415,West,,674,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
452,"Newly Built 2.5 Storey House : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur","NPR. 2,95,00,000 Total price",6,4,3.0,2,BN10411,South East,2078.0,1.8K,0-4-0-0 Aana,13 Feet / Soil Stabilized,2600 Sq. Feet,1 year ago,[]
453,"House : House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur","NPR. 2,40,00,000",0,0,,0,BN10410,West,,468,0-5-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
454,"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,15,00,000",0,0,,0,BN10409,West,,1.2K,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
455,"House For Sale In Panauti, Kavre","Chaukot, Panauti, Kavre","NPR. 3,00,00,000",6,2,3.0,2,BN10408,East,2000.0,721,0-8-0-0 Aana,20 Feet / Gravelled,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']"
456,"House : House For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kathmandu","NPR. 1,15,00,000",0,0,,0,BN10406,East,,831,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
457,"House : House For Sale In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur","NPR. 2,80,00,000",0,0,,0,BN10405,West,,1.2K,0-5-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
458,"House : House For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu","NPR. 1,55,00,000",0,0,,0,BN10404,West,,1.6K,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
459,"House : House For Sale In Maharajgunj, Kathmandu","Chappalkarkhana, Maharajgunj, Kathmandu","NPR. 6,25,00,000",0,0,,0,BN10403,West,,951,0-10-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
460,"House : House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu","NPR. 93,00,000",0,0,,0,BN10396,West,,704,0-3-0-0 Aana,6 Feet,N/A Sq. Feet,1 year ago,[]
461,"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,10,00,000",0,0,,0,BN10391,West,,498,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
462,"3 Storied Flat System House For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 3,50,00,000 Onwards",6,6,3.0,5,BN10390,East,,575,8 Aana,20 Feet,N/A Aana,1 year ago,"['Lawn', 'Parking', 'Fencing', 'Water Supply']"
463,"8x45 Sq Ft Land/House On Sale At Baaghbazaar : House For Sale In Baghbazaar, Kathmandu","Bagbazaar, Baghbazaar, Kathmandu","NPR. 2,30,00,000 Onwards",0,0,3.0,0,BN10388,East,,628,0-0-3-3 Aana,30 Feet,N/A Aana,1 year ago,[]
464,"2.5 Storied Flat System House On Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 5,50,00,000 Onwards",5,5,,0,BN10384,East,,359,6 Aana,16 Feet / Blacktopped,N/A Aana,1 year ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply']"
465,"House Sale : House For Sale In Syuchatar, Kathmandu","Kalanki, Syuchatar, Kathmandu","NPR. 2,25,00,000",6,3,,1,BN10383,East,2077.0,464,3 Aana,13 Feet / Blacktopped,2000 Aana,1 year ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
466,"House For Sale In Sanepa, Lalitpur","Sanepa bungalow house sale, Sanepa, Lalitpur","NPR. 24,00,00,000 N/A",5,5,2.0,5,BN10382,East,2063.0,1.8K,1-8-0-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['CCTV', 'Garage', 'Garden', 'TV Cable', 'Internet', 'Parking']"
467,"House : House For Sale In Gatthaghar, Bhaktapur","Gatthaghar, Gatthaghar, Bhaktapur","NPR. 4,00,00,000",0,0,,0,BN10374,East,,684,0-4-0-0 Aana,15 Feet,N/A Sq. Feet,1 year ago,[]
468,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,70,00,000",0,0,,0,BN10373,West,,331,0-3-2-1 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
469,"House : House For Sale In Ramkot, Kathmandu","Ramkot, Ramkot, Kathmandu","NPR. 1,65,00,000",0,0,,0,BN10372,West,,713,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
470,"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,15,00,000",0,0,,0,BN10368,South,,541,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
471,"House : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu","NPR. 34,00,000 Per aana",0,0,,0,BN10367,West,,1K,0-11-0-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
472,"House : House For Sale In Jorpati, Kathmandu","Shiva Chowk, Jorpati, Kathmandu","NPR. 1,60,00,000",0,0,,0,BN10366,East,,1.3K,0-3-2-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
473,"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 3,50,00,000",0,0,,0,BN10363,South,,354,0-6-2-0 Aana,14 Feet,N/A Sq. Feet,1 year ago,[]
474,"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,65,00,000",0,0,,0,BN10362,West,,727,0-2-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
475,"House : House For Sale In Budhanilkantha, Kathmandu","Ganesh Chowk, Budhanilkantha, Kathmandu","NPR. 3,65,00,000",0,0,,0,BN10361,South,,454,0-4-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
476,"House For Sale In Dharan, Dharan","Zero point, Dharan, Dharan","NPR. 65,00,000",2,1,,3,BN10360,West,,1.3K,7.75 Dhur,16 Feet / Gravelled,N/A Sq. Feet,1 year ago,[]
477,"House For Sale In Budhanilkantha, Kathmandu","Banlo house sale budhanilkantha, Budhanilkantha, Kathmandu","NPR. 6,00,00,000 N/A",0,0,,0,BN10357,South,,454,7 Aana,15 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['CCTV', 'Garage', 'Solar Water', 'Internet']"
478,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,10,00,000",0,0,,0,BN10354,West,,790,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
479,"House : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 1,05,00,000",0,0,,0,BN10351,West,,1.4K,0-4-0-0 Aana,3 Feet,N/A Sq. Feet,1 year ago,[]
480,"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 2,25,00,000",0,0,,0,BN10350,West,,691,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
481,"House : House For Sale In Chhauni, Kathmandu","Chauni, Chhauni, Kathmandu","NPR. 8,50,00,000",0,0,,0,BN10348,West,,882,0-12-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
482,"House : House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur","NPR. 1,15,00,000",0,0,,0,BN10344,East,,923,0-3-0-0 Sq. Feet,12 Feet,N/A Sq. Feet,1 year ago,[]
483,"House : House For Sale In Sitapaila, Kathmandu","Nagarjun, Sitapaila, Kathmandu","NPR. 1,75,00,000",0,0,,0,BN10339,East,,1.1K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
484,"House : House For Sale In Sudal, Bhaktapur","Sudal-08, Sudal, Bhaktapur","NPR. 1,15,00,000",0,0,,0,BN10338,East,,678,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
485,"House : House For Sale In Budhanilkantha, Kathmandu","Nikheleshwor, Budhanilkantha, Kathmandu","NPR. 2,50,00,000",0,0,,0,BN10337,East,,930,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
486,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,30,00,000",0,0,,0,BN10336,East,,659,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
487,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 3,40,00,000",0,0,,0,BN10335,North,,340,0-5-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
488,"House : House For Sale In Kageshwari-Manohara, Kathmandu","Kageshwori, Kageshwari-Manohara, Kathmandu","NPR. 2,70,00,000",0,0,,0,BN10334,West,,580,0-4-2-0 Aana,25 Feet,N/A Sq. Feet,1 year ago,[]
489,"House : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 1,45,00,000",0,0,,0,BN10333,East,,995,0-2-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
490,"House : House For Sale In Jorpati, Kathmandu","Nayabasti, Jorpati, Kathmandu","NPR. 1,50,00,000",0,0,,0,BN10332,West,,1K,0-2-3-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
491,"House : House For Sale In Budhanilkantha, Kathmandu","Baluwakhani, Budhanilkantha, Kathmandu","NPR. 1,75,00,000",0,0,,0,BN10328,East,,624,0-2-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
492,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,32,00,000",2,1,,1,BN10327,East,,644,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
493,"House : House For Sale In Imadol, Lalitpur","Maharjan Chowk, Imadol, Lalitpur","NPR. 1,40,00,000",0,0,1.5,0,BN10326,South,,762,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
494,"House : House For Sale In Jharuwarashi, Lalitpur","Jharuwarasi, Jharuwarashi, Lalitpur","NPR. 1,70,00,000",0,0,,0,BN10323,East,,570,0-6-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
495,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 1,95,00,000",0,0,,0,BN10322,East,,433,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
496,"House : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 1,75,00,000",0,0,,0,BN10316,West,,954,0-4-1-0 Sq. Feet,13 Feet,N/A Sq. Feet,1 year ago,[]
497,"House : House For Sale In Kapan, Kathmandu","Tenzing Chowk, Kapan, Kathmandu","NPR. 2,50,00,000",0,0,,0,BN10315,West,,588,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
498,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 1,65,00,000",0,0,,0,BN10314,West,,463,0-3-1-2 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
499,"House : House For Sale In Kavresthali, Kathmandu","Kavresthali, Kavresthali, Kathmandu","NPR. 85,00,000",0,0,,0,BN10312,West,,791,0-3-0-0 Aana,8 Feet,N/A Sq. Feet,1 year ago,[]
500,"House : House For Sale In Balaju, Kathmandu","Jarankhu, Balaju, Kathmandu","NPR. 2,45,00,000",0,0,,0,BN10311,East,,661,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
501,"House : House For Sale In Boudha, Kathmandu","Namuna Park, Boudha, Kathmandu","NPR. 3,30,00,000",0,0,,0,BN10310,South,,795,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
502,"House For Sale In Birtamod, Birtamod","Bhadrapur road, Birtamod, Birtamod","NPR. 3,50,00,000 N/A",0,0,3.0,0,BN10309,East,,1.7K,16 Dhur,60 Feet / Blacktopped,N/A Sq. Feet,1 year ago,"['Drainage', 'Balcony', 'Parking']"
503,"House : House For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu","NPR. 1,80,00,000",0,0,,0,BN10307,South,2077.0,1.2K,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
504,"House : House For Sale In Kapan, Kathmandu","Chunikhel, Kapan, Kathmandu","NPR. 1,75,00,000",0,0,,0,BN10305,West,,911,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
505,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,35,00,000",0,0,,0,BN10303,West,,422,0-4-0-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
506,"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 1,60,00,000",0,0,,0,BN10302,West,,513,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
507,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 3,50,00,000",0,0,,0,BN10291,West,,816,0-5-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
508,"House : House For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu","NPR. 1,90,00,000",0,0,,0,BN10290,West,,969,0-3-1-1 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
509,"House : House For Sale In Sallaghari, Bhaktapur","Sallaghari, Sallaghari, Bhaktapur","NPR. 1,50,00,000",0,0,,0,BN10289,West,2064.0,769,0-2-2-0 Aana,9 Feet,N/A Sq. Feet,1 year ago,[]
510,"House : House For Sale In Kapan, Kathmandu","Durga Mandir, Kapan, Kathmandu","NPR. 1,38,00,000",0,0,,0,BN10286,West,,1.1K,0-3-1-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
511,"House : House For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur","NPR. 2,60,00,000",0,0,,0,BN10285,West,,1K,0-6-1-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
512,"House : House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu","NPR. 5,25,00,000",0,0,,0,BN10284,West,,411,0-6-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
513,"House : House For Sale In Suryabinayak, Bhaktapur","Suryabinayak, Suryabinayak, Bhaktapur","NPR. 1,65,00,000",0,0,,0,BN10283,West,,742,0-2-3-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
514,"House : House For Sale In Budhanilkantha, Kathmandu","Chhunikhel, Budhanilkantha, Kathmandu","NPR. 1,55,00,000",0,0,,0,BN10281,East,,766,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
515,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 2,35,00,000",0,0,,0,BN10280,East,,655,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
516,"House : House For Sale In Sirutar, Bhaktapur","Sirutar, Sirutar, Bhaktapur","NPR. 1,45,00,000",0,0,,0,BN10279,East,,410,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
517,"House : House For Sale In Gokarneshwor, Kathmandu","Gokarna, Gokarneshwor, Kathmandu","NPR. 85,00,000",0,0,,0,BN10277,West,,1.2K,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
518,"House : House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur","NPR. 1,20,00,000",0,0,,0,BN10276,West,,462,0-3-0-0 Aana,6 Feet,N/A Sq. Feet,1 year ago,[]
519,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,49,00,000",0,0,,0,BN10275,East,,673,0-3-3-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
520,"House : House For Sale In Taukhel, Lalitpur","Taukhel, Taukhel, Lalitpur","NPR. 1,05,00,000",0,0,,0,BN10262,West,,541,0-3-0-2 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
521,"House : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 1,75,00,000",0,0,,0,BN10261,West,,528,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
522,"House : House For Sale In Manamaiju, Kathmandu","Manamaiju, Manamaiju, Kathmandu","NPR. 1,70,00,000",0,0,,0,BN10260,West,,608,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
523,"Bungalow : House For Sale In Ranibari, Kathmandu","Ranibari, Ranibari, Kathmandu","NPR. 22,00,00,000",0,0,,0,BN10259,South,,528,2-2-0-0 Ropani,20 Feet,N/A Sq. Feet,1 year ago,[]
524,"Residential House For Sale : House For Sale In Gaushala, Kathmandu","Dakshinamurti Marg, Gaushala, Kathmandu","NPR. 3,85,00,000 Onwards",5,5,,0,BN10258,North,,918,4 Aana,18 Feet / Blacktopped,3100 Sq. Feet,1 year ago,"['Drainage', 'Parking', 'Air Condition', 'Balcony', 'Garage', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Maintenance', 'Store Room']"
525,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 2,35,00,000",0,0,,0,BN10256,East,,433,0-4-2-0 Sq. Feet,0 Feet,N/A Sq. Feet,1 year ago,[]
526,"House : House For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu","NPR. 2,60,00,000",0,0,,0,BN10254,West,,452,0-4-0-0 Aana,22 Feet,N/A Sq. Feet,1 year ago,[]
527,"House : House For Sale In Suryabinayak, Bhaktapur","Suryabinayak 03, Suryabinayak, Bhaktapur","NPR. 2,25,00,000",0,0,,0,BN10253,West,,357,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
528,"House : House For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu","NPR. 4,50,00,000",0,0,,0,BN10252,West,,656,0-8-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
529,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 2,25,00,000",0,0,,0,BN10250,West,,298,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
530,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,80,00,000",0,0,,0,BN10249,West,,525,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
531,"House : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 1,60,00,000",0,0,,0,BN10243,West,,549,0-2-2-0 Aana,28 Feet,N/A Sq. Feet,1 year ago,[]
532,"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 1,62,00,000",0,0,,0,BN10242,South,,764,0-2-3-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
533,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,50,00,000",0,0,,0,BN10241,West,,416,0-3-2-2 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
534,"House For Sale In Bharatpur, Chitwan","House, Bharatpur, Chitwan","NPR. 1,90,00,000",0,0,4.0,0,BN10235,East,,1.3K,11.75 Dhur,0 Feet / Blacktopped,N/A Sq. Feet,1 year ago,"['Parking', 'TV Cable', 'Wifi']"
535,"House For Sale In Narayangadh, Bharatpur","House, Narayangadh, Bharatpur","NPR. 1,55,00,000",0,0,2.0,0,BN10234,East,,399,10 Dhur,0 Feet / Blacktopped,N/A Sq. Feet,1 year ago,[]
536,"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 1,68,00,000",0,0,,0,BN10229,West,,452,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
537,"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 1,10,00,000",0,0,,0,BN10227,West,,769,0-1-2-1 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
538,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 1,75,00,000",0,0,,0,BN10224,West,2071.0,264,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
539,"House For Sale In Baghbazaar, Kathmandu","House number 286, Dharmachakra Galli, Baghbazaar, Kathmandu","NPR. 3,50,00,000 N/A",9,5,5.0,0,BN10223,North,2052.0,421,0-3-1-1 29 Aana,12 Feet / Gravelled,N/A Sq. Feet,1 year ago,[]
540,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,47,00,000",2,1,,1,BN10220,South,,451,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
541,"House : House For Sale In Kapan, Kathmandu","Kharibot, Kapan, Kathmandu","NPR. 2,10,00,000",0,0,,0,BN10219,West,,349,0-3-2-0 Aana,32 Feet,N/A Sq. Feet,1 year ago,[]
542,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 2,35,00,000",0,0,,0,BN10216,West,,355,0-4-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
543,"House : House For Sale In Kirtipur, Kathmandu","Kirtipur, Kirtipur, Kathmandu","NPR. 75,00,000",0,0,,0,BN10214,West,,1.2K,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
544,"House : House For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu","NPR. 35,00,000 Per aana",0,0,2.0,0,BN10213,West,,591,2-0-0-0 Ropani,18 Feet,N/A Sq. Feet,1 year ago,[]
545,"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,80,00,000",7,3,,0,BN10212,South,,424,0-2-2-2 Aana,16 Feet,N/A Aana,1 year ago,[]
546,"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 2,25,00,000",7,7,,1,BN10211,South West,,881,0-3-1-1 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
547,"House : House For Sale In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu","NPR. 2,70,00,000",0,0,,0,BN10207,South East,,930,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
548,"House : House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu","NPR. 2,60,00,000",0,0,2.5,1,BN10203,East,,471,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
549,"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 1,18,00,000",0,0,,0,BN10201,West,,521,0-2-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
550,"House : House For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu","NPR. 1,60,00,000",0,0,,0,BN10200,East,,836,0-3-3-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
551,"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,40,00,000",0,0,,0,BN10199,West,,498,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
552,"Bungalow : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 3,40,00,000",3,5,,2,BN10198,South West,,966,0-5-0-2 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
553,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,45,00,000",2,1,,1,BN10197,North East,,314,0-3-3-0 Aana,13 Feet,N/A Aana,1 year ago,[]
554,"Bungalow : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 10,00,00,000",6,7,,5,BN10195,South East,,428,1-2-0-0 Ropani,15 Feet,N/A Ropani,1 year ago,[]
555,"House : House For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kathmandu","NPR. 2,15,00,000",0,0,,1,BN10194,East,,340,0-4-2-0 Aana,13 Feet,N/A Aana,1 year ago,[]
556,"House : House For Sale In Chabahil, Kathmandu","Chabahil, Chabahil, Kathmandu","NPR. 1,40,00,000",0,0,,0,BN10193,East,,2K,0-3-2-0 Aana,13 Feet,N/A Aana,1 year ago,[]
557,"House : House For Sale In Nakkhu, Lalitpur","Nakkhhipot, Nakkhu, Lalitpur","NPR. 85,00,000",0,0,,0,BN10169,West,,677,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
558,"House : House For Sale In Kapan, Kathmandu","Sattale, Kapan, Kathmandu","NPR. 3,30,00,000",0,0,,0,BN10164,West,,412,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
559,"House : House For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu","NPR. 60,00,000",0,0,,0,BN10163,West,,581,0-3-2-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
560,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 1,13,00,000",3,1,,1,BN10162,North,,784,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
561,"House For Sale In Bhangal, Kathmandu","Bhangal house sale, Bhangal, Kathmandu","NPR. 3,35,00,000 N/A",4,4,3.0,1,BN10161,South,2074.0,541,0-5-1-0 Aana,12 Feet / Gravelled,N/A Sq. Feet,1 year ago,['Internet']
562,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 1,85,00,000",0,0,2.0,1,BN10160,East,,743,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
563,"Building : House For Sale In Bishal Nagar, Kathmandu","Bishal Bazar, Bishal Nagar, Kathmandu","NPR. 7,25,00,000",0,0,4.0,0,BN10159,West,,456,0-2-1-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,"['Drainage', 'CCTV', 'Internet', 'Parking']"
564,"House : House For Sale In Bhaktapur, Bhaktapur","Chaling, Bhaktapur, Bhaktapur","NPR. 75,00,000",0,0,,0,BN10155,West,,502,0-3-2-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,"['Drainage', 'Internet', 'Parking']"
565,"Modern House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,22,00,000",2,1,,1,BN10153,South West,,512,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,"['Wifi', 'Drainage', 'Water Tank', 'Internet', 'Parking']"
